N°;MATRICULE;NOM;PRENOM;GRADE_FR;GRADE_EN;CATEGORIE_PROFESSIONNELLE;POSTE_DE_TRAVAIL_FR;POSTE_DE_TRAVAIL_EN;STRUCTURE_FR;STRUCTURE_EN;SERVICE_FR;SERVICE_EN;FAMILLE_METIER_FR;FAMILLE_METIER_EN;REGION_FR;REGION_EN;DEPARTEMENT_FR;DEPARTEMENT_EN;COMMUNE_FR;COMMUNE_EN;DATE_E_ADM;DATE_NAISSANCE;LIEU_NAISSANCE;SEXE;ETATCIVIL;TEL;EMAIL
1466;MAT616437;Barthelemy;Catherine;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;COMPLÉMENT D'EFFECTIF CELLULE DE GESTION;Complément D'Effectif Cellule De Gestion;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE EXTÉRIEUR;Centre Régional Des Impôts Du Centre Extérieur;CDI MEFOU ET AKONO;Cdi Mefou Et Akono;CDI MEFOU ET AKONO;CDI MEFOU ET AKONO;SUD;SOUTH;DJA ET LOBO;Dja Et Lobo;SANGMELIMA;Sangmelima;01/01/2009;18/08/1971;NDEN;F;MARIE(E);643314292;bigotdanielle@free.fr
1467;MAT411762;Delahaye;Gabrielle;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1115;CHEF DE CENTRE REGIONAL;Chef De Centre Regional;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL EXTÉRIEUR;Centre Régional Des Impôts Du Littoral Extérieur;CAB/CRIL-EXT;Cab/Cril-Ext;CAB/CRIL-EXT;CAB/CRIL-EXT;SUD-OUEST;SOUTHWEST;FAKO;Fako;LIMBE;Limbe;08/07/2002;01/06/1970;Ekona - Muyuka;M;MARIE(E);603063727;lmaury@laroche.fr
1468;MAT231875;Gillet;Nathalie;AGENT DECISIONNAIRE;Agent Decisionnaire;3/4;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CFCE/CRIC1;Cfce/Cric1;CFCE/CRIC1;CFCE/CRIC1;CENTRE;CENTER;NYONG ET KELLE;Nyong Et Kelle;MAKAK;Makak;01/01/2009;01/05/1978;Yaoundé;M;MARIE(E);658466627;jacquetcamille@besson.fr
1469;MAT719041;Lemonnier;Xavier;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;560;CONTRÔLEUR GESTIONNAIRE;Contrôleur Gestionnaire;DIRECTION DES GRANDES ENTREPRISES;Direction Des Grandes Entreprises;CGS SERVICES/DGE;Cgs Services/Dge;CGS SERVICES/DGE;CGS SERVICES/DGE;EST;EAST;HAUT-NYONG;Haut-Nyong;LOMIE;Lomie;01/01/2002;01/07/1977;YAOUNDE;F;MARIE(E);676516956;nicole59@schneider.fr
1470;MAT782954;Duhamel;Odette;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/5;CHEF DE SERVICE SUIVI DES ARRIERES FISCAUX;Chef De Service Suivi Des Arrieres Fiscaux;CENTRE REGIONAL DES IMPOTS DE L'OUEST;Centre Regional Des Impots De L'Ouest;CIME BAFOUSSAM;Cime Bafoussam;CIME BAFOUSSAM;CIME BAFOUSSAM;OUEST;WEST;HAUTS-PLATEAUX;Hauts-Plateaux;BAHAM;Baham;03/10/2011;14/06/1976;;M;MARIE(E);687529328;leclercqcapucine@albert.com
1471;MAT258952;Berger;Astrid;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1005;Chef de Centre;Chef De Centre;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE EXTÉRIEUR;Centre Régional Des Impôts Du Centre Extérieur;CDI MEFOU ET AFAMBA;Cdi Mefou Et Afamba;CDI MEFOU ET AFAMBA;CDI MEFOU ET AFAMBA;EXTREME-NORD;FAR NORTH;MAYO-KANI;Mayo-Kani;KAELE;Kaele;20/06/2005;28/02/1971;Yaoundé;F;MARIE(E);672934902;bertrand15@bouygtel.fr
1472;MAT722475;Fouquet;Capucine;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/6;SECRÉTAIRE;Secrétaire;CABINET;Cabinet;CABINET;Cabinet;CABINET;CABINET;OUEST;WEST;NOUN;Noun;FOUMBAN;Foumban;01/01/2009;23/09/1970;;F;MARIE(E);641866107;qbarthelemy@wanadoo.fr
1473;MAT158012;Dijoux;Françoise;AGENT CONTRACTUEL D'ADMINISTRATION;Agent Contractuel D'Administration;8/7;COMPLÉMENT D'EFFECTIF CELLULE DE GESTION;Complément D'Effectif Cellule De Gestion;CENTRE REGIONAL DES IMPOTS DU SUD OUEST;Centre Regional Des Impots Du Sud Ouest;CDI BUEA/CRISW;Cdi Buea/Crisw;CDI BUEA/CRISW;CDI BUEA/CRISW;OUEST;WEST;NOUN;Noun;KOUTABA;Koutaba;01/01/2009;01/10/1970;BALENG;M;MARIE(E);624423583;gregoireperez@noos.fr
1474;MAT801856;Bonneau;Tristan;AGENT DECISIONNAIRE;Agent Decisionnaire;3/1;CHAUFFEUR;Chauffeur;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CIME YDE EST;Cime Yde Est;CIME YDE EST;CIME YDE EST;EXTREME-NORD;FAR NORTH;LOGONE ET CHARI;Logone Et Chari;GOULFEY;Goulfey;22/12/2020;11/09/1993;GOULFEY;M;CELIBATAIRE;667610802;alexandrialenoir@hotmail.fr
1475;MAT976962;Olivier;Marthe;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;665;CHEF DE BRIGADE;Chef De Brigade;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;CIME GAROUA;Cime Garoua;CIME GAROUA;CIME GAROUA;NORD;NORTH;MAYO-LOUTI;Mayo-Louti;FIGUIL;Figuil;12/11/2007;08/12/1980;MAROUA;M;MARIE(E);659604709;techerjoseph@descamps.com
1476;MAT134967;Faure;Frédéric;CONTROLEUR DES IMPÔTS;Controleur Des Impôts;405;INSPECTEUR GESTIONNAIRE;Inspecteur Gestionnaire;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CDI3/CRIC1;Cdi3/Cric1;CDI3/CRIC1;CDI3/CRIC1;EXTREME-NORD;FAR NORTH;DIAMARE;Diamare;MAROUA;Maroua;12/07/2012;01/01/1987;Maroua;F;MARIE(E);615078155;rpruvost@didier.com
1477;MAT377300;Chartier;Marguerite;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/2;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;CDI BENOUE;Cdi Benoue;CDI BENOUE;CDI BENOUE;NORD;NORTH;BENOUE;Benoue;BIBEMI;Bibemi;01/01/2009;01/01/1972;ADOUMRI-BIBEMI;F;MARIE(E);659854052;zrenaud@courtois.net
1478;MAT762106;Alexandre;Frédérique;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;CHEF DE SERVICE;Chef De Service;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL EXTÉRIEUR;Centre Régional Des Impôts Du Littoral Extérieur;RRI/CRIL EXT;Rri/Cril Ext;RRI/CRIL EXT;RRI/CRIL EXT;NORD;NORTH;MAYO REY;Mayo Rey;TCHOLIRE;Tcholire;07/08/2007;12/12/1976;MAKONDO NDORO 1;M;CELIBATAIRE;634934632;omartineau@robert.com
1479;MAT246585;Dubois;Michelle;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU SUD;Centre Regional Des Impots Du Sud;CDI MVILA;Cdi Mvila;CDI MVILA;CDI MVILA;EST;EAST;HAUT-NYONG;Haut-Nyong;NGUELEMEDOUKA;Nguelemedouka;01/01/2009;26/04/1966;FANG-BILOUN;F;MARIE(E);692085082;julesrodriguez@delorme.fr
1480;MAT333799;Lebreton;Gilles;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/7;CHEF DE BUREAU COMPTABILITÉ CAISSE;Chef De Bureau Comptabilité Caisse;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CDI3/CRIL1;Cdi3/Cril1;CDI3/CRIL1;CDI3/CRIL1;;;;;FOKOUE;Fokoue;01/01/2009;14/10/1970;;F;VEUF(VE);666972258;neveubertrand@martins.org
1481;MAT210982;Petitjean;Inès;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/2;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CDI2/CRIL1;Cdi2/Cril1;CDI2/CRIL1;CDI2/CRIL1;CENTRE;CENTER;MBAM ET INOUBOU;Mbam Et Inoubou;BOKITO;Bokito;01/01/2000;09/09/1974;DOUALA;F;MARIE(E);667961216;gguichard@bouygtel.fr
1482;MAT308783;Arnaud;Laetitia;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;940;CHEF DE BRIGADE;Chef De Brigade;CENTRE REGIONAL DES IMPOTS DU LITTORAL 1;Centre Regional Des Impots Du Littoral 1;CDI2/CRIL1;Cdi2/Cril1;CDI2/CRIL1;CDI2/CRIL1;SUD-OUEST;SOUTHWEST;MEME;Meme;KONYE;Konye;20/06/2005;21/06/1980;BAMENDA;F;MARIE(E);617094675;yfaure@orange.fr
1483;MAT219555;Lebreton;Agathe;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/8;CAISSIERE;Caissiere;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CIME YDE EST;Cime Yde Est;CIME YDE EST;CIME YDE EST;OUEST;WEST;MIFI;Mifi;BAFOUSSAM;Bafoussam;01/01/2009;22/12/1970;YAOUNDE;F;MARIE(E);664981328;maggie42@royer.net
1484;MAT508776;Gomez;Jacques;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/5;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CSPLI MFOUNDI;Cspli Mfoundi;CSPLI MFOUNDI;CSPLI MFOUNDI;CENTRE;CENTER;MBAM ET INOUBOU;Mbam Et Inoubou;BAFIA;Bafia;26/05/2010;15/01/1970;BAFIA;F;CELIBATAIRE;623008525;celinefouquet@yahoo.fr
1485;MAT828578;Picard;Laurence;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1050;CHEF DE SOUS BRIGADE;Chef De Sous Brigade;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CIME YDE OUEST;Cime Yde Ouest;CIME YDE OUEST;CIME YDE OUEST;EXTREME-NORD;FAR NORTH;MAYO TSANAGA;Mayo Tsanaga;MOKOLO;Mokolo;20/06/2003;13/08/1973;MORA;M;MARIE(E);638346107;lefevrebrigitte@dupuis.net
1486;MAT703887;Boyer;Frédéric;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;785;INSPECTEUR GESTIONNAIRE;Inspecteur Gestionnaire;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;CIME GAROUA;Cime Garoua;CIME GAROUA;CIME GAROUA;EXTREME-NORD;FAR NORTH;MAYO TSANAGA;Mayo Tsanaga;KOZA;Koza;28/01/2002;27/03/1974;KOZA;M;MARIE(E);681582203;laurentmathieu@yahoo.fr
1487;MAT847110;Mary;Patricia;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/9;CONTRÔLEUR GESTIONNAIRE;Contrôleur Gestionnaire;CENTRE REGIONAL DES IMPOTS DE L'EXTREME NORD;Centre Regional Des Impots De L'Extreme Nord;CIME MAROUA;Cime Maroua;CIME MAROUA;CIME MAROUA;EXTREME-NORD;FAR NORTH;MAYO SAVA;Mayo Sava;MORA;Mora;13/08/2009;29/01/1966;MORA;M;CELIBATAIRE;668284365;lucy13@bertin.org
1488;MAT154754;Dupré;Franck;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;740;CADRE D'APPUI;Cadre D'Appui;DIVISION DU CONTENTIEUX;Division Du Contentieux;DIVISION DU CONTENTIEUX;Division Du Contentieux;DIVISION DU CONTENTIEUX;DIVISION DU CONTENTIEUX;EXTREME-NORD;FAR NORTH;LOGONE ET CHARI;Logone Et Chari;GOULFEY;Goulfey;20/11/2000;07/11/1969;GOULEFI;M;MARIE(E);624568573;nleger@reynaud.fr
1489;MAT283199;Perret;Martine;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;740;CHEF DE CELLULE DE GESTION;Chef De Cellule De Gestion;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CSI/EPA;Csi/Epa;CSI/EPA;CSI/EPA;EXTREME-NORD;FAR NORTH;DIAMARE;Diamare;MAROUA;Maroua;19/06/2012;07/11/1983;KAHEO MAROUA;M;MARIE(E);628544300;claudegilles@marchand.net
1490;MAT429927;Leduc;Benoît;PROFESSEUR DES COLLEGES DE L'ENSEIGNEMENT GÉNÉRAL;Professeur Des Colleges De L'Enseignement Général;680;CHEF DE SERVICE DE L'ARCHIVAGE;Chef De Service De L'Archivage;CENTRE REGIONAL DES IMPOTS DE L'EXTREME NORD;Centre Regional Des Impots De L'Extreme Nord;CIME MAROUA;Cime Maroua;CIME MAROUA;CIME MAROUA;EXTREME-NORD;FAR NORTH;LOGONE ET CHARI;Logone Et Chari;KOUSSERI;Kousseri;15/03/2012;01/01/1990;KOUSSERI;M;MARIE(E);677018685;richardhugues@perrier.org
1491;MAT910458;Bodin;Stéphanie;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;480;CHEF DE SERVICE DES CSP;Chef De Service Des Csp;CENTRE REGIONAL DES IMPOTS DE L'EXTREME NORD;Centre Regional Des Impots De L'Extreme Nord;CIME MAROUA;Cime Maroua;CIME MAROUA;CIME MAROUA;EXTREME-NORD;FAR NORTH;LOGONE ET CHARI;Logone Et Chari;GOULFEY;Goulfey;13/03/2019;08/07/1988;NIMIA;M;CELIBATAIRE;657096346;lacroixgabrielle@leclerc.fr
1492;MAT496477;Boucher;Emmanuel;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/2;CHEF DE POSTE DE PEAGE;Chef De Poste De Peage;PROGRAMME DE SECURISATION DES RECETTES ROUTIERES;Programme De Securisation Des Recettes Routieres;PSRR/CRIN;Psrr/Crin;PSRR/CRIN;PSRR/CRIN;EXTREME-NORD;FAR NORTH;LOGONE ET CHARI;Logone Et Chari;GOULFEY;Goulfey;01/12/2011;01/01/1974;GOULFEI;M;CELIBATAIRE;633791314;alexrodriguez@yahoo.fr
1493;MAT899155;Bouvier;Rémy;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/3;COMPLEMENT D'EFFECTIF;Complement D'Effectif;DIRECTION DES GRANDES ENTREPRISES;Direction Des Grandes Entreprises;SERVICE DE L'INFORMATION DES ENTREPRISES - DGE;Service De L'Information Des Entreprises - Dge;SERVICE DE L'INFORMATION DES ENTREPRISES - DGE;SERVICE DE L'INFORMATION DES ENTREPRISES - DGE;EXTREME-NORD;FAR NORTH;LOGONE ET CHARI;Logone Et Chari;KOUSSERI;Kousseri;01/06/2020;01/01/1983;Kousseri;M;CELIBATAIRE;681565483;danielrousset@sfr.fr
1494;MAT832511;Lopes;Christophe;CADRE CONTRACTUEL EN INFORMATIQUE;Cadre Contractuel En Informatique;10/5;CHARGÉ D'ETUDES ASSISTANT;Chargé D'Etudes Assistant;DIVISION DE L'INFORMATIQUE;Division De L'Informatique;CELLULE DE L'EXPLOITATION;Cellule De L'Exploitation;CELLULE DE L'EXPLOITATION;CELLULE DE L'EXPLOITATION;LITTORAL;LITTORAL;NKAM;Nkam;YINGUI;Yingui;05/12/2011;25/09/1986;DOUALA;M;CELIBATAIRE;667443417;catherine43@guillou.org
1495;MAT795081;Vallet;Pauline;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1115;CHEF DE L'INSPECTION REGIONALE DES SERVICES;Chef De L'Inspection Regionale Des Services;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;IRS/CRIN;Irs/Crin;IRS/CRIN;IRS/CRIN;EXTREME-NORD;FAR NORTH;MAYO-KANI;Mayo-Kani;KAELE;Kaele;07/04/2003;05/02/1975;KAELE;M;MARIE(E);663531406;gilbert20@hotmail.fr
1496;MAT947026;Lebon;Camille;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;575;RECEVEUR DES IMPOTS;Receveur Des Impots;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;CIME GAROUA;Cime Garoua;CIME GAROUA;CIME GAROUA;NORD;NORTH;MAYO-LOUTI;Mayo-Louti;GUIDER;Guider;06/01/2003;15/05/1979;GUIDER;F;MARIE(E);675134410;augustemaury@leduc.fr
1497;MAT390018;Leblanc;Isabelle;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;685;CHEF DE SERVICE DES CSP;Chef De Service Des Csp;CENTRE REGIONAL DES IMPOTS DU CENTRE 1;Centre Regional Des Impots Du Centre 1;CDI1/CRIC1;Cdi1/Cric1;CDI1/CRIC1;CDI1/CRIC1;EXTREME-NORD;FAR NORTH;DIAMARE;Diamare;BOGO;Bogo;28/01/2002;27/07/1972;BOGO;F;CELIBATAIRE;692529099;paulleger@laposte.net
1498;MAT252652;Guilbert;Vincent;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;480;CADRE D'APPUI;Cadre D'Appui;DIVISION DU CONTENTIEUX;Division Du Contentieux;CELLULE DU CONTENTIEUX FISCAL;Cellule Du Contentieux Fiscal;CELLULE DU CONTENTIEUX FISCAL;CELLULE DU CONTENTIEUX FISCAL;EXTREME-NORD;FAR NORTH;DIAMARE;Diamare;BOGO;Bogo;10/04/2014;13/12/1986;BERTOUA;F;CELIBATAIRE;665548040;danielgoncalves@noos.fr
1499;MAT615477;Legrand;Danielle;CADRE CONTRACTUEL D'ADMINISTRATION;Cadre Contractuel D'Administration;10/9;COMPLEMENT D'EFFECTIF;Complement D'Effectif;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;CDI BENOUE;Cdi Benoue;CDI BENOUE;CDI BENOUE;ADAMAOUA;ADAMAWA;VINA;Vina;NGAOUNDERE;Ngaoundere;01/01/2009;25/03/1978;Ngaoundéré;F;MARIE(E);643291879;benoitnicolas@dupre.org
1500;MAT814158;Launay;Catherine;INSPECTEUR DU TRESOR;Inspecteur Du Tresor;680;RECEVEUR DES IMPOTS;Receveur Des Impots;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;CSI/EPA;Csi/Epa;CSI/EPA;CSI/EPA;NORD-OUEST;NORTHWEST;NGOKETUNJIA;Ngoketunjia;NDOP;Ndop;14/05/2013;01/08/1984;Yaoundé;F;CELIBATAIRE;614723347;sabine80@voila.fr
1501;MAT970353;Imbert;Charles;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;785;CADRE D'APPUI;Cadre D'Appui;DIRECTION DES GRANDES ENTREPRISES;Direction Des Grandes Entreprises;BCV FORET, EAU, PETROLE/DGE;Bcv Foret, Eau, Petrole/Dge;BCV FORET, EAU, PETROLE/DGE;BCV FORET, EAU, PETROLE/DGE;OUEST;WEST;MENOUA;Menoua;DSCHANG;Dschang;07/09/2006;19/05/1977;Yaoundé;F;MARIE(E);629129251;maurice47@hotmail.fr
1502;MAT394804;Moreau;Sylvie;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;785;INSPECTEUR GESTIONNAIRE;Inspecteur Gestionnaire;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL 2;Centre Régional Des Impôts Du Littoral 2;CIME AKWA 1;Cime Akwa 1;CIME AKWA 1;CIME AKWA 1;;;;;KOUPEMANEGOUBA;Koupemanegouba;28/08/2006;14/03/1974;;F;MARIE(E);634056430;gpottier@breton.com
1503;MAT669440;Mallet;Maurice;INSPECTEUR DES IMPÔTS;Inspecteur Des Impôts;580;INSPECTEUR VÉRIFICATEUR;Inspecteur Vérificateur;CENTRE REGIONAL DES IMPOTS DU NORD;Centre Regional Des Impots Du Nord;CIME GAROUA;Cime Garoua;CIME GAROUA;CIME GAROUA;SUD-OUEST;SOUTHWEST;KUPEMANENGUBA;Kupemanenguba;TOMBEL;Tombel;11/06/2018;28/10/1992;Yaoundé;F;CELIBATAIRE;654274542;marthe76@mallet.fr
1504;MAT704391;Ribeiro;Luce;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;785;CHEF DE SERVICE DES CSP;Chef De Service Des Csp;CENTRE REGIONAL DES IMPOTS DU SUD;Centre Regional Des Impots Du Sud;CIME KRIBI;Cime Kribi;CIME KRIBI;CIME KRIBI;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;POUMA;Pouma;14/06/2004;16/05/1974;EDEA;F;MARIE(E);646717538;ylombard@legendre.com
1505;MAT658039;Legros;Bertrand;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1005;COMPLEMENT D'EFFECTIF;Complement D'Effectif;AUTRES ADMINISTRATIONS DU MINFI;Autres Administrations Du Minfi;SECRETARIAT GENERAL/MINFI;Secretariat General/Minfi;SECRETARIAT GENERAL/MINFI;SECRETARIAT GENERAL/MINFI;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;EDEA 2;Edea 2;20/06/2005;15/06/1976;;M;CELIBATAIRE;656787540;riouadele@barbier.net
1506;MAT139117;Lamy;Auguste;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;575;CONTRÔLEUR GESTIONNAIRE;Contrôleur Gestionnaire;DIRECTION DES GRANDES ENTREPRISES;Direction Des Grandes Entreprises;CGS SERVICES/DGE;Cgs Services/Dge;CGS SERVICES/DGE;CGS SERVICES/DGE;LITTORAL;LITTORAL;SANAGA MARITIME;Sanaga Maritime;EDEA 2;Edea 2;23/09/2009;16/02/1975;EDEA;M;MARIE(E);632214497;udelmas@david.net
1507;MAT851109;Didier;Bernard;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;PROGRAMME DE SECURISATION DES RECETTES DE L'ELEVAGE ET DES PECHES;Programme De Securisation Des Recettes De L'Elevage Et Des Peches;PSREP;Psrep;PSREP;PSREP;OUEST;WEST;HAUTS-PLATEAUX;Hauts-Plateaux;BAMENDJOU;Bamendjou;01/01/2009;14/01/1967;EBOLOWA;F;CELIBATAIRE;609391236;vdenis@normand.com
1508;MAT478444;Regnier;Anaïs;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;COMPLÉMENT D'EFFECTIF RECETTE DES IMPÔTS;Complément D'Effectif Recette Des Impôts;CENTRE RÉGIONAL DES IMPÔTS DU CENTRE 2;Centre Régional Des Impôts Du Centre 2;RRI/CRIC2;Rri/Cric2;RRI/CRIC2;RRI/CRIC2;OUEST;WEST;NOUN;Noun;FOUMBAN;Foumban;01/01/2009;30/12/1973;Yaoundé;F;CELIBATAIRE;687338781;etienneleger@pichon.fr
1509;MAT431539;Lefèvre;Benjamin;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;REGISSEUR DE RECETTES;Regisseur De Recettes;CENTRE REGIONAL DES IMPOTS DE L'ADAMAOUA;Centre Regional Des Impots De L'Adamaoua;RRI/CRIA;Rri/Cria;RRI/CRIA;RRI/CRIA;EXTREME-NORD;FAR NORTH;LOGONE ET CHARI;Logone Et Chari;KOUSSERI;Kousseri;01/11/2000;11/08/1972;FORT-FOUREAU;M;MARIE(E);633422683;william06@bouygtel.fr
1510;MAT796658;Blanchet;Suzanne;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/7;CHEF DE SERVICE DU FICHIER;Chef De Service Du Fichier;CENTRE RÉGIONAL DES IMPÔTS DU LITTORAL EXTÉRIEUR;Centre Régional Des Impôts Du Littoral Extérieur;CDI BONABERI;Cdi Bonaberi;CDI BONABERI;CDI BONABERI;CENTRE;CENTER;MBAM ET INOUBOU;Mbam Et Inoubou;BAFIA;Bafia;01/04/2003;23/05/1977;Yaoundé;F;CELIBATAIRE;669634309;pthibault@free.fr
1511;MAT944558;Salmon;Marcelle;CONTRÔLEUR DU TRÉSOR;Contrôleur Du Trésor;495;CHEF DE SERVICE;Chef De Service;DIRECTION DES GRANDES ENTREPRISES;Direction Des Grandes Entreprises;RI/SERVICE COMPTABILITE - DGE;Ri/Service Comptabilite - Dge;RI/SERVICE COMPTABILITE - DGE;RI/SERVICE COMPTABILITE - DGE;CENTRE;CENTER;LEKIE;Lekie;OKOLA;Okola;28/03/2011;02/02/1985;MBELEKIE;M;MARIE(E);665282063;augustin24@bouygtel.fr
1512;MAT796256;Nguyen;Jérôme;INSPECTEUR PRINCIPAL DES IMPÔTS;Inspecteur Principal Des Impôts;1005;DIRECTEUR;Directeur;DIRECTION DU RECOUVREMENT, DES VALEURS FISCALES ET DE LA CURATELLE;Direction Du Recouvrement, Des Valeurs Fiscales Et De La Curatelle;CAB DRVFC;Cab Drvfc;CAB DRVFC;CAB DRVFC;ADAMAOUA;ADAMAWA;VINA;Vina;NGAOUNDERE;Ngaoundere;29/11/2000;06/08/1974;NGAOUNDERE;F;MARIE(E);631069553;rgarcia@cordier.org
1513;MAT289414;Coulon;Thomas;CONTROLEUR PRINCIPAL DES IMPOTS;Controleur Principal Des Impots;540;Chef de Centre;Chef De Centre;CENTRE REGIONAL DES IMPOTS DE L'ADAMAOUA;Centre Regional Des Impots De L'Adamaoua;CDI FARO ET DEO;Cdi Faro Et Deo;CDI FARO ET DEO;CDI FARO ET DEO;EXTREME-NORD;FAR NORTH;MAYO-KANI;Mayo-Kani;GUIDIGUIS;Guidiguis;28/01/2002;02/09/1968;MAROUA;M;MARIE(E);664024347;leclercqthomas@wanadoo.fr
1514;MAT336961;Camus;Eugène;CONTRACTUEL D'ADMINISTRATION;Contractuel D'Administration;8/8;COMPLEMENT D'EFFECTIF;Complement D'Effectif;DIRECTION DES AFFAIRES GENERALES;Direction Des Affaires Generales;SOUS-DIRECTION DU BUDGET ET DU MATERIEL;Sous-Direction Du Budget Et Du Materiel;SOUS-DIRECTION DU BUDGET ET DU MATERIEL;SOUS-DIRECTION DU BUDGET ET DU MATERIEL;OUEST;WEST;MIFI;Mifi;BAFOUSSAM;Bafoussam;01/01/2009;05/11/1979;yaounde;F;MARIE(E);624376020;mailletmaryse@tele2.fr
